,text,sentiment
1848,pelayan dan pelayanannya sangat ramah dan santun pemandangan bagus banget hotel yang sangat indah,positive
1849,pelayan ramah kamar luas sprei dan kasur bagus kamar mandi bersih air deras pemandangan danau bagus dan danaunya bersih anak anak senang bisa naik kano kasih makan ikan dan berenang,positive
1850,pelayan ramah suasana oke makanan enak salah satu hotel ternyaman di yogyakarta,positive
1851,pelayanan bagus pemandangan indah menghadap ke danau kami mendapat kamar yang cukup jauh dari lobby dan restoran namun dikompensasi dengan layanan antar jemput yang cukup baik mobil golf sarapan lumayan bervariasi dan enak secara keseluruhan menjadi pengalaman menginap yang mengesankan bagi keluarga,positive
1852,pelayanan bagus situasi hotel sangat nyaman untuk liburan keluarga,positive
1853,pelayanan bagus ramah semuanya top saya kedepannya kalau ke jogja pasti kesini lagi di pertahankan ya semuanya,positive
1854,pelayanan bagus tempat enak kamar cukup luas dan bersih wifi bagus makanan banyak pilihan dan enak kolam renang dan tempat bilas bersih secara keseluruhan bagus banget,positive
1855,pelayanan baik room bersih pemandangan nya juga bagus pokok nya nyaman lah untuk liburan,positive
1856,pelayanan cek in sangat lambat dan saya dateng sore jem kamarnya belum siap dan masih dibersihkan makanan enak dan variasi banyak kamar agak gelap dan kamar mandi agak bau,positive
1857,pelayanan check in cepat lokasi nyaman dan aman meskipun letak kamar ada yang jauh tapi tersedia mobil golf yang siap sedia antar jemput danau buatan dengan jumlah ikan yang banyak sangat menarik top lain daripada yang lain,positive
1858,pelayanan cukup memuaskan kalau ke yogya mau menginap lagi disini,positive
1859,pelayanan dan keramahan staf nya semua fungsi sempurna,positive
1860,pelayanan konfirmasi cepat namun petugas untuk keamanan kurang ramah makanan oke,positive
1861,pelayanan luar biasa staf nya ramah ramah makanannya enak dan beragam suasana tenang cocok untuk yang ingin bersantai ditempat yang sepi,positive
1862,pelayanan mantap tempat sangat mengasyikkan dan buat traveloka terima kasih upgradenya tanpa tambah biaya,positive
1863,pelayanan memuaskan bersih dan nyaman,positive
1864,pelayanan memuaskan hanya pilihan makanan kurang variatif dan lokasi agak jauh dari pusat kota,positive
1865,pelayanan memuaskan kamar bersih sarapan enak dan variatif pemandangannya bagus banget banget banget membuat betah banget,positive
1866,pelayanan memuaskan staf hotel semua ramah akan kembali lagi untuk menginap,positive
1867,pelayanan ramah banget kamar bersih rekomendasi banget buat yang mencari ketenangan kerja bagus westlake,positive
1868,pelayanan ramah dan menyenangkan suasana sangat menyenangkan liburan yang berkesan untuk keluarga,positive
1869,pelayanan ramah walaupun sedikit lambat pada saat check in kamarnya sangat nyaman dengan pemandangan danau kolam renang bersih sarapan bervariatif dan rasanya enak secara keseluruhan saya merasa puas dan akan kembali lagi tinggal disini,positive
1870,pelayanan ramah fasilitas bersih makanan cukup enak suasananya enak,positive
1871,pelayanan ramah suasana nyaman dan bersih rekomend untuk menikmati liburan disini,positive
1872,pelayanan ramah suasana tenang cuma dikamar mandi kurang bersih tapi oke lah buat yang mencari ketenangan,positive
1873,pelayanan sangat memuaskan dan ramah,positive
1874,pelayanan sangat ramah makanan enak semua suasana nyaman dan tenang kamar luas dengan pemandangan danau yang membuat sejuk nyaris tanpa cela buat saya terimakasih kalau ke yogya pasti kesini lagi sangat direkomendasikan untuk liburan keluarga atau liburan romantis,positive
1875,pelayanan yang baik semua front liner baik melihat tempat yang baik dan saya sangat bahagia,positive
1876,pelayanan yang baik pegawai yang ramah serta kamar yang bersih,positive
1877,pelayanan yang ranah bersih dan kita dapat pemandangan ke arah danau itu membuat tambah romantis puas liburan disana harga nya pas dengan suasana nya,positive
1878,pelayanan yang sangat baik dan kenyamanan tempat tinggal di sini,positive
1879,pelayanan yang baik suasana yang tenang serta pemandangan yang menyejukkan,positive
1880,pelayanannya memuaskan dan tempatnya bagus,positive
1881,pelayanannya memuaskan tempatnya nyaman makanannya enak pokoknya ingin balik lagi ke westlake kalau liburan di yogya,positive
1882,pelayanannya ramah pemandanganya bagus,positive
1883,pelayanannya ramah tempatnya nyaman pokoknya bagus lah,positive
1884,pelayanannya ramah sarapannya lumayan ingin balik lagi lah untuk mancing di resto nya hehe,positive
1885,pelayanannya ramah kamar dan fasilitasnya menyenangkan melebihi ekspektasi jadi menyesal banget cuma menginap hri suasananya tenang cocok untuk yang ingin melepaskan penat makananya juga bervariasi dengan rasa yang bersahabat di lidah dan harga yang terjangkau saya dan suami tidak sabar buat atur cuti lebih lama buat balik kesana lagi,positive
1886,pelayanannya yang ramah dan memuaskan,positive
1887,pelayannya ramah banget terutama penjaga kolam renangnya jempol dua,positive
1888,pemandangan dan danau begitu indah,positive
1889,pemandangan bagus suasana bagus bersih nyaman dan pelayanannya ramah yang agak kurang makanannya,positive
1890,pemandangan dan baik untuk liburan keluarga,positive
1891,pemandangan danau dan ikan keren petugas sangat ramah sayang di kamar banyak semut asal ada makanan terbuka pasti semut cepat datang semoga segera menjadi perhatian utama manajemen,positive
1892,pemandangan danau dan pemandangannya menakjubkan harapan akan kembali kesini segera hotel besar,positive
1893,pemandangan desa yang luar biasa anda akan dimanjakan dengan suasana yang indah good to rekreasi bersama keluarga,positive
1894,pemandangan indah dan perhotelan akan datang lagi untuk melihat kalian,positive
1895,pemandangan indah dan tempat tinggal layanan ok,positive
1896,pemandangan indah udara yang bagus tapi kolam renang terlalu kecil kolam renang harus lebih besar karena kolam terlalu besar ruangan yang indah makanan lezat walaupun itu tidak banyak jenis makanan,positive
1897,pemandangan indah cocok untuk refreshing kamar bersih resto dekat dan makanan lumayan enak,positive
1898,pemandangan menakjubkan staf yang ramah,positive
1899,pemandangan oke pelayanan bagus kebersihan juga bagus pemandangannya bagus banget kolam renangnya juga enak dan bagus,positive
1900,pemandangan yang indah dengan kolam keabadian yang indah dan karena hari senin hotel itu tidak ramai pada malam hari kami makan malam romantis di resto kalapa,positive
1901,pemandangan yang indah staf besar besar room dan hotel besar sangat baik,positive
1902,pemandangan bersih dan nyaman kondisi sangat bagus untuk semuanya tapi sarapan pagi tidak enak karena sarapan pagi tidak disajikan di meja sebelum itu anda harus memesan sebelum sarapan,positive
1903,pemandangan harga tempat yang bagus untuk menghabiskan liburan,positive
1904,pemandangannya bagus sekali kamar besar dan nyaman makan pagi rasanya rata rata lokasi agak jauh dari kota secara keseluruhan oke lah,positive
1905,pemandangannya bagus kamarnya cukup luas pelayanannya juga baik namun sayangnya kamarnya cukup berdebu handuknya tidak putih bersih dan tidak tersedia hair dryer di kamar,positive
1906,pemandangannya indah suasananya mendukung,positive
1907,pemandangannya luar biasa dan danaunya indah,positive
1908,pengalaman hebat santai hotel saya sarankan mengambil ruang lihat danau staf yang ramah terimakasih kehilangan ida resepsionis atas keramahtamahannya,positive
1909,pengalaman menginap di westlake sangat memuaskan dengan pemandangan danau langsung dimana ikannya sangat banyak sehingga kita bisa kasih makan ikan dari balkon yang langsung menghadap ke danau konsep kamar dengan furniture kayu juga keren westlake recommended bagi anda yang menginginkan nginap dengan suasana alam yang asri dan romantis,positive
1910,pengalaman menginap yang menyenangkan berbaur dengan alam anak anak sangat menyukaikan berenang bersepeda staf yang ramah dan membantu,positive
1911,pengalaman saya itu sangat bagus mereka melayani kami sangat baik dan sangat cepat anda dapat memberi makan ikan di luar balkon anda anda dapat melihat langit dengan jelas yang adalah apa yang saya cari selama perjalanan ini ruangan itu sangat nyaman dengan sentuhan bersahaja dalam ini adalah hotel untuk mereka yang ingin menghabiskan lebih banyak waktu di dalam hotel daripada pergi di luar saya akan pasti tinggal lagi,positive
1912,pengalaman unik pemandangan indah dan sangat cocok untuk liburan keluarga,positive
1913,pengalaman yang menyenangkan dan suasan hotelnya nyaman,positive
1914,pengalaman yang sangat menyenangkan pilihan menu sarapan yang beragam,positive
1915,penginapan dengan pemandangan yang asri danberbeda dari yang lainnya,positive
1916,penginapan yang sangat cocok untuk melepas kepenatan stres dan kesibukan di perkotaan karena suasananya sangat damai walaupun dekat danau tapi tidak ada nyamuk sama sekali makanannya enak kolamnya bersih udara segar tempat tidur yang nyaman kamar yang bersih dsb yang membuat kita tidak menyesal menginap disini,positive
1917,sempurna tempatnya tidak jauh dari kota tapi sangat asri makanannya enak pelayanannya sangat memuaskan,positive
1918,pertama kali menginap di westlake rasanya seperti berada di bali cinta suasana di sini,positive
1919,pertama kali menginap disini dan amat sangat recommended buat liburan keluarga suasana nyaman tenang dan sejuk ditambah pegawai yang ramah ramah,positive
1920,pertama kali saya dan keluarga bermalam di sini di kamar suit room kamar sangat lega cukup jika dipaksakan untuk menampung orang bangunan dan aksesori terkesan sederhana fasilitas di kamar mandi lengkap kecuali hair dryer tidak disediakan kamar terletak di tepi danau buatan menurut saya lebih tepat disebut kolam buatan di kolam terdapat banyak sekali ikan yang sangat menghibur ikan ikan tersebat akan muncul tatkala ditaburi makanan ikan yang disediakan hotel anak anak pasti senang dengan atraksi ini mengasyikkan udara di sekitar bersih kamar berada di tepi kolam tetapi tidak saya jumpai nyamuk sama sekali ini hebat saya tidak tahu mengapa bisa begitu anehnya lagi selama malam menginap bahkan tidak saya jumpai burung burung liar yang biasanya banyak dijumpai pada kawasan luas seperti hotel ini untuk sampai di kamar tamu harus parkir kendaraan di tempat parkir tamu diantar dengan mobil listrik secara bergantian disediakan juga sepeda kayu yang dapat disewa saya bermalam saat bulan puasa buka puasa di hotel menu lumayan dan standard saja menu untuk sahur tidak berbeda minimalis hotel unik dan layak dipertimbangkan bagi yang ingin mendapat suasana baru dan rate hotel tidak jadi masalah coba lah anda dan keluarga tidak akan kecewa,positive
1921,pertama melihat hotel ini dari papan nama dijalan tidak meyakinkan tapi begitu masuk kedalam suasananya sangat menyenangkan pelayanan memuaskan dan pegawai hotel sangat ramah suasana hotel juga adem cocok untuk refreshing pemandangan paling saya suka danau yang didalamnya banyak ikan,positive
1922,petugas saat sarapan sangat ramah dan membantu kebetulan kita vegetarian jadi dipilihkan makan pagi yang sesuai dengan kebutuhan kita,positive
1923,petugasnya ramah sekali ruang penginapan bersih pemandangan super cantik,positive
1924,pokok top markotop kapan balik lagi,positive
1925,posisi room yang menghadap danau membuat liburan bersama pasangan menjadi lebih romantis,positive
1926,private banget penginapan yang nyaman sekali seperti di rumah sendiri,positive
1927,proses check in lancar walaupun hotel cukup ramai dan saya tiba sekitar pk an pemandangan danau dan anak saya senang sekali dengan ikan ikan dibelakang kamar,positive
1928,proses check in cepat harus menyerahkan deposit uang yang akan dikembalikan saat chekout kolam renang kurang lebih x meter dan terlalu kecil untuk ukuran hotel bintang pemandangan bagus dan kelinci di bukit kecil di tengah kolam ada binatang binantang selain ikan di kolam di teras hotel termasuk ular kecil jadi jangan biarkan pintu teras terbuka jika tidak digunakan makanan sarapan biasa tambahan biaya sarapan jika lebih dari orang adalah rp rb orang ada sepeda yang bisa dipinjam untuk keliling seputar hotel dan danau lantai kamar tidak pakai karpet jadi terasa agak kotor karena debu pelayanan antar jemput dari dan ke kamar menggunakan golf car tinggal telpon resepsionis karena keluar kamar adalah langsung jalan aspal lokasi mudah dijangkau m dari ringroad barat lingkungan nyaman namun tamu yang merokok terasa mencemari udara dan menggangu pernapasan tamu seperti kami yang tidak merokok secara keseluruhan recommended hotel bintang di jogja baru buka bulan,positive
1929,puas menginap di sini pelayanannya oke suasananya nyaman sejuk dan asri kamar luas bersih pemandangannya bagus benar benar mengilangkan stress makanan enak dan bervariasi liburan jadi menyenangkan recommended deh lain kali bakal kesini lagi terima kasih,positive
1930,ramah pelayananannya terutama pelayanan buggy car,positive
1931,receptionist waktu check in butuh waktu lama dan handuk waktu kamar full sampai tidak tersedia untuk lainya bagus,positive
1932,rekomendasi suasana bisa membuat segar cocok untuk liburan keluarga,positive
1933,rekomendasi banget anak anak suka sekali dan sangat memuaskan,positive
